Time,X_CrestFactor,X_Deviation,X_Displacement,X_Kurtosis,X_OAVelocity,X_Peakmg,X_RMSmg,X_Skewness,Y_CrestFactor,Y_Deviation,Y_Displacement,Y_Kurtosis,Y_OAVelocity,Y_Peakmg,Y_RMSmg,Y_Skewness,Z_CrestFactor,Z_Deviation,Z_Displacement,Z_Kurtosis,Z_OAVelocity,Z_Peakmg,Z_RMSmg,Z_Skewness,Temp_SenVal,INV.HZ,INV.KW,RPM,馬達級數,DESCRIPION
2021/9/4 14:06,288,4,12,-31,71,63,44,-2,117,4,10,-12,74,62,43,0,370,3,9,0,48,44,31,13,46562,0,0,3600,2,聯軸器
2021/9/4 15:06,347,4,11,-11,66,60,42,0,121,4,11,-10,70,56,39,1,363,3,11,0,47,42,30,10,47000,0,0,3600,2,聯軸器
2021/9/4 16:06,229,3,10,-19,61,56,39,-2,88,3,11,-21,71,56,39,3,409,3,9,5,43,40,28,9,46875,0,0,3600,2,聯軸器
2021/9/4 18:06,295,3,11,-23,65,57,40,2,119,4,14,-14,76,59,42,0,389,3,10,-1,46,41,29,7,46500,0,0,3600,2,聯軸器
2021/9/4 19:06,293,4,12,-31,65,58,41,0,103,4,11,-34,81,72,51,-4,395,3,9,-9,44,41,29,12,46750,0,0,3600,2,聯軸器
2021/9/4 20:06,315,4,9,-34,73,74,52,3,125,4,12,-29,74,59,41,1,406,3,10,0,50,47,33,11,47250,0,0,3600,2,聯軸器
2021/9/4 21:06,270,3,11,-22,61,55,39,-1,103,4,10,-36,85,68,48,0,396,3,10,-2,47,41,29,11,47187,0,0,3600,2,聯軸器
2021/9/4 22:06,294,4,10,-33,74,68,48,3,162,4,12,-22,88,65,46,2,382,3,10,1,50,45,31,5,47000,0,0,3600,2,聯軸器
2021/9/4 23:06,274,4,9,-28,66,62,43,0,87,4,12,-20,88,60,42,0,393,3,9,6,45,43,30,13,47125,0,0,3600,2,聯軸器
2021/9/5 00:06,212,3,11,-25,65,55,38,1,156,4,12,-14,93,67,47,-2,377,3,10,2,46,40,28,12,47125,0,0,3600,2,聯軸器
2021/9/5 01:06,232,4,11,-30,69,60,42,-1,143,4,11,-29,85,63,44,3,378,3,9,-6,47,42,30,7,47062,0,0,3600,2,聯軸器
2021/9/5 02:06,282,4,11,-26,68,59,42,2,137,3,13,-24,85,57,40,4,400,3,10,7,47,41,29,8,47000,0,0,3600,2,聯軸器
2021/9/5 03:06,299,3,10,-16,61,53,37,1,163,4,12,-17,91,61,43,2,389,3,9,0,42,38,27,20,47000,0,0,3600,2,聯軸器
2021/9/5 06:06,261,3,11,-25,62,53,37,0,77,4,11,-30,82,55,39,2,387,3,9,-2,47,40,28,10,47000,0,0,3600,2,聯軸器
2021/9/5 07:06,254,3,10,-19,60,50,35,1,103,4,10,-7,79,63,44,0,434,3,9,0,43,38,27,19,46875,0,0,3600,2,聯軸器
2021/9/5 08:06,323,4,9,-25,64,60,42,0,77,4,11,-24,85,64,45,1,364,3,10,3,47,41,29,11,46750,0,0,3600,2,聯軸器
2021/9/5 11:06,335,4,11,-19,69,60,42,0,79,4,10,-21,80,62,44,1,380,3,10,0,49,42,30,8,46875,0,0,3600,2,聯軸器
2021/9/5 12:06,281,4,10,-26,66,59,41,-1,89,3,14,-21,77,54,38,3,388,3,9,-5,44,41,29,10,45500,0,0,3600,2,聯軸器
2021/9/5 13:06,258,3,12,-29,64,51,36,0,150,3,12,-23,78,55,38,4,391,3,9,1,42,38,27,16,45562,0,0,3600,2,聯軸器
2021/9/5 14:06,284,3,11,-26,65,53,37,0,101,4,12,-29,86,69,48,0,379,3,11,-11,48,39,27,13,45500,0,0,3600,2,聯軸器
2021/9/5 15:06,235,4,11,-32,74,66,47,-1,67,4,11,-18,79,61,43,0,346,3,10,-1,51,45,32,8,45437,0,0,3600,2,聯軸器
2021/9/5 16:06,230,4,11,-24,66,58,41,-1,105,4,13,-35,83,60,42,3,391,3,8,6,42,39,28,17,45500,0,0,3600,2,聯軸器
2021/9/5 17:06,277,3,11,-27,63,55,39,2,95,4,12,-35,83,64,45,0,378,3,9,8,44,40,28,16,45437,0,0,3600,2,聯軸器
2021/9/5 18:06,241,4,10,-34,68,60,42,0,141,4,11,-28,87,67,47,0,369,3,10,-1,49,43,30,12,45500,0,0,3600,2,聯軸器
2021/9/5 19:06,249,4,10,-32,65,61,43,2,126,4,13,-32,79,58,41,1,383,3,9,-7,44,42,30,10,44062,0,0,3600,2,聯軸器
2021/9/5 20:06,302,3,10,-27,61,55,38,1,107,4,11,-25,83,64,45,0,387,3,9,1,44,39,28,14,44062,0,0,3600,2,聯軸器
2021/9/5 22:06,289,4,12,-33,68,59,41,3,127,4,12,-27,81,66,46,-3,385,3,11,-1,48,41,29,10,43937,0,0,3600,2,聯軸器
2021/9/5 23:06,242,4,11,-37,69,62,44,-1,118,4,12,-26,82,64,45,0,379,3,10,-3,46,43,30,11,43937,0,0,3600,2,聯軸器
2021/9/6 00:06,180,4,9,-26,65,60,42,0,102,4,11,-27,83,70,49,-1,389,3,9,2,45,42,29,10,44687,0,0,3600,2,聯軸器
2021/9/6 02:06,262,4,12,-17,72,66,47,-2,158,4,12,-20,89,64,45,2,376,3,10,1,48,44,31,7,46250,0,0,3600,2,聯軸器
2021/9/6 03:06,261,3,8,-29,61,56,39,0,99,4,11,-30,83,64,45,1,393,3,9,-4,45,40,28,10,46187,0,0,3600,2,聯軸器
2021/9/6 04:06,149,4,9,-31,66,60,43,1,115,4,14,2,87,69,49,0,380,3,7,2,40,41,29,12,46125,0,0,3600,2,聯軸器
2021/9/6 05:06,269,4,12,8,73,66,46,0,124,4,12,-35,81,64,45,0,397,3,9,15,45,44,31,9,46250,0,0,3600,2,聯軸器
2021/9/6 06:06,286,4,10,-20,66,61,43,0,115,4,11,-21,88,62,44,4,385,3,10,1,47,42,29,12,46250,0,0,3600,2,聯軸器
2021/9/6 07:06,343,3,9,-13,58,54,38,4,163,4,16,-29,91,63,45,0,402,3,10,11,43,39,27,12,46312,0,0,3600,2,聯軸器
2021/9/6 08:06,307,4,14,-22,74,60,42,0,142,5,11,-29,87,74,52,-3,387,3,9,-3,46,41,29,10,46875,0,0,3600,2,聯軸器
2021/9/6 09:06,212,4,11,-32,72,70,49,1,162,4,11,-27,84,61,43,0,366,3,11,3,52,46,32,5,47562,0,0,3600,2,聯軸器
2021/9/6 10:06,259,3,10,-24,62,55,38,2,156,4,13,-29,83,66,46,0,391,3,10,5,48,40,28,13,47312,0,0,3600,2,聯軸器
2021/9/6 11:06,205,4,12,-26,71,62,44,1,153,4,13,-17,84,64,45,-1,388,3,10,2,46,43,30,10,47250,0,0,3600,2,聯軸器
2021/9/6 14:06,316,4,9,-14,67,60,42,0,65,2,12,-10,66,40,27,15,398,3,8,11,43,41,29,10,47250,0,0,3600,2,聯軸器
2021/9/6 16:06,353,5,9,-16,75,76,53,-4,352,93,133,-1,784,1236,874,7,394,3,9,5,48,48,34,11,46500,0,0,3600,2,聯軸器
2021/9/6 18:06,372,122,312,2,1192,1611,1139,2,328,94,167,-4,822,1249,883,0,339,114,91,-32,813,1611,1139,24,46562,53.8,0,3600,2,聯軸器
2021/9/6 19:06,350,117,266,-3,1071,1540,1089,3,315,93,153,-3,782,1229,869,1,335,119,119,-50,836,1685,1191,20,46625,53.87,0,3600,2,聯軸器
2021/9/6 20:06,391,121,299,-2,1125,1591,1125,6,276,94,157,0,815,1241,878,-2,331,121,106,-40,831,1696,1199,17,46625,53.81,0,3600,2,聯軸器
2021/9/6 21:06,374,117,313,-2,1105,1528,1080,5,302,92,145,9,830,1211,856,0,289,125,112,-62,827,1760,1244,15,46500,53.87,0,3600,2,聯軸器
2021/9/6 22:06,369,120,295,9,1172,1563,1105,4,328,95,135,-1,802,1246,881,0,296,122,114,-55,848,1721,1217,16,46312,53.85,0,3600,2,聯軸器
2021/9/6 23:06,323,118,364,3,1270,1547,1094,5,280,95,158,-3,847,1256,889,-2,291,127,102,-50,835,1783,1261,18,46375,53.84,0,3600,2,聯軸器
2021/9/7 00:06,365,118,299,8,1146,1550,1096,6,400,96,168,1,874,1269,897,5,309,127,115,-61,856,1805,1276,23,46875,53.84,0,3600,2,聯軸器
2021/9/7 01:06,401,122,445,0,1438,1612,1139,2,263,93,130,2,800,1222,864,0,318,124,118,-49,847,1747,1235,20,46875,53.82,0,3600,2,聯軸器
2021/9/7 02:06,391,120,236,-3,1051,1581,1118,4,385,94,147,3,819,1249,883,0,286,128,96,-67,834,1802,1274,15,35187,53.8,0,3600,2,聯軸器
2021/9/7 03:06,363,116,332,-7,1199,1524,1078,4,256,94,149,0,843,1237,875,-3,308,130,103,-63,848,1830,1294,18,35000,53.79,0,3600,2,聯軸器
2021/9/7 04:06,343,118,347,4,1174,1555,1099,2,354,93,131,2,824,1223,864,0,299,129,103,-60,851,1827,1292,21,34562,53.74,0,3600,2,聯軸器
2021/9/7 05:06,379,122,259,-5,1114,1600,1131,5,374,93,134,4,824,1230,870,-1,306,124,87,-57,829,1758,1243,26,34625,53.85,0,3600,2,聯軸器
2021/9/7 06:06,329,121,298,-3,1169,1602,1133,0,265,95,132,-4,817,1257,888,3,313,126,95,-55,831,1784,1261,23,34625,53.86,0,3600,2,聯軸器
2021/9/7 07:06,374,121,291,-1,1137,1610,1139,2,340,94,141,-2,843,1238,876,-2,282,128,88,-60,826,1802,1274,21,34312,53.85,0,3600,2,聯軸器
2021/9/7 08:06,350,117,317,2,1183,1559,1102,2,346,96,140,-12,811,1270,898,2,296,124,98,-63,818,1752,1238,18,34375,53.86,0,3600,2,聯軸器
2021/9/7 10:06,354,118,333,-3,1158,1561,1104,5,320,93,133,-8,819,1250,883,2,305,130,90,-55,823,1830,1294,19,34437,53.78,0,3600,2,聯軸器
2021/9/7 11:06,349,116,328,-1,1132,1530,1082,2,336,96,123,0,787,1281,905,-4,300,129,93,-61,825,1821,1287,20,34437,53.88,0,3600,2,聯軸器
2021/9/7 12:06,270,122,276,-3,1142,1629,1152,0,414,96,148,9,825,1267,895,4,309,128,92,-60,824,1818,1286,20,34500,53.81,0,3600,2,聯軸器
2021/9/7 13:06,357,120,334,0,1231,1587,1122,0,301,96,145,-6,839,1279,904,-3,312,131,108,-55,854,1852,1310,23,34562,53.79,0,3600,2,聯軸器
2021/9/7 14:06,371,117,327,-7,1199,1527,1079,6,317,94,146,-5,839,1239,876,2,309,131,108,-61,837,1849,1307,21,34562,53.84,0,3600,2,聯軸器
2021/9/7 15:06,344,118,266,-1,1121,1570,1110,4,346,96,122,5,806,1268,896,-3,281,133,113,-65,868,1886,1333,18,46500,53.79,0,3600,2,聯軸器
2021/9/7 16:06,330,120,308,-5,1135,1582,1119,3,356,92,133,9,815,1218,861,2,301,133,98,-56,843,1886,1334,23,46125,53.79,0,3600,2,聯軸器
2021/9/7 17:06,350,118,279,-4,1141,1572,1112,1,324,92,149,1,811,1199,848,6,303,127,87,-55,829,1796,1270,27,46937,53.88,0,3600,2,聯軸器
2021/9/7 18:06,314,118,328,0,1180,1568,1109,0,293,95,121,-3,803,1251,885,-1,312,126,106,-55,825,1770,1251,24,47062,53.8,0,3600,2,聯軸器
2021/9/7 19:06,366,120,278,0,1123,1597,1129,3,363,95,165,3,867,1251,884,1,294,130,95,-62,838,1842,1302,21,46312,53.79,0,3600,2,聯軸器
2021/9/7 20:06,334,114,332,-3,1181,1514,1070,5,353,95,143,10,815,1271,899,6,288,129,120,-67,845,1820,1287,22,47062,53.83,0,3600,2,聯軸器
2021/9/7 21:06,355,117,266,2,1080,1561,1103,9,388,97,123,12,823,1290,912,-1,295,127,118,-57,848,1795,1269,25,46437,53.86,0,3600,2,聯軸器
2021/9/7 22:06,340,118,350,0,1211,1557,1101,5,329,93,159,-6,862,1215,859,-1,283,129,88,-63,820,1831,1295,19,46062,53.83,0,3600,2,聯軸器
2021/9/7 23:06,382,116,358,0,1235,1539,1088,4,386,95,126,3,790,1256,888,6,288,129,117,-70,857,1829,1293,19,46187,53.84,0,3600,2,聯軸器
2021/9/8 00:06,373,122,288,0,1136,1629,1151,2,394,94,137,-5,858,1236,874,11,285,133,96,-65,843,1872,1324,16,46312,53.78,0,3600,2,聯軸器
2021/9/8 02:06,351,118,293,-5,1150,1568,1108,6,361,95,155,0,874,1261,892,4,280,129,93,-72,836,1819,1287,14,46937,53.79,0,3600,2,聯軸器
2021/9/8 03:06,342,116,335,3,1212,1565,1107,-2,397,94,168,1,883,1234,873,3,303,136,110,-69,863,1914,1353,15,46937,53.83,0,3600,2,聯軸器
2021/9/8 04:06,361,113,355,1,1241,1485,1050,3,304,94,136,-10,822,1242,878,0,294,133,122,-73,862,1882,1331,21,46937,53.81,0,3600,2,聯軸器
2021/9/8 05:06,409,117,284,9,1098,1565,1106,2,402,95,144,16,850,1249,883,3,294,131,105,-65,853,1856,1313,18,47000,53.84,0,3600,2,聯軸器
2021/9/8 06:06,361,120,278,-2,1127,1576,1115,-2,273,92,143,-3,834,1223,864,3,284,129,115,-67,861,1818,1286,15,47187,53.79,0,3600,2,聯軸器
2021/9/8 07:06,398,120,305,0,1189,1588,1123,3,344,95,164,-13,872,1241,877,0,269,131,93,-72,830,1851,1309,18,47125,53.78,0,3600,2,聯軸器
2021/9/8 08:06,364,119,335,-2,1200,1574,1113,2,270,96,139,2,861,1263,893,-3,309,130,114,-66,836,1832,1295,19,46937,53.72,0,3600,2,聯軸器
2021/9/8 09:06,343,123,305,-5,1210,1628,1151,-1,346,94,139,-11,847,1252,885,8,279,133,103,-67,849,1874,1325,12,46750,53.78,0,3600,2,聯軸器
2021/9/8 10:06,353,119,298,-2,1127,1565,1107,2,321,94,137,2,842,1233,872,3,281,128,96,-65,829,1806,1277,9,46875,53.81,0,3600,2,聯軸器
2021/9/8 11:06,408,116,277,-2,1109,1534,1085,4,302,94,156,-4,854,1247,882,1,278,126,98,-61,809,1778,1258,3,46625,53.67,65.5652,3600,2,聯軸器
2021/9/8 12:06,362,118,311,-1,1156,1556,1100,0,335,94,137,-10,859,1251,885,2,283,133,113,-67,865,1885,1333,21,46000,53.74,66.0367,3600,2,聯軸器
2021/9/8 13:06,337,119,347,-2,1282,1577,1115,2,333,97,167,1,874,1273,900,0,277,131,100,-64,847,1861,1316,19,45875,53.77,65.9077,3600,2,聯軸器
2021/9/8 14:06,407,116,350,0,1276,1548,1095,13,312,95,132,-8,821,1242,878,0,307,135,120,-67,860,1911,1351,15,45937,53.77,65.8343,3600,2,聯軸器
2021/9/8 15:06,347,119,280,2,1110,1577,1115,1,323,94,138,1,843,1246,881,1,275,134,91,-68,842,1899,1343,11,45937,53.69,65.688,3600,2,聯軸器
2021/9/8 16:06,369,121,296,-1,1155,1612,1140,3,320,97,174,-4,902,1277,903,-3,290,133,104,-64,850,1888,1335,12,45875,53.78,65.9245,3600,2,聯軸器
2021/9/8 18:06,379,118,417,-1,1370,1558,1101,2,338,95,150,-5,851,1249,883,2,289,138,124,-68,880,1949,1378,15,47000,53.76,66.0546,3600,2,聯軸器
2021/9/8 19:06,363,120,330,7,1193,1582,1119,4,296,94,148,-4,852,1223,865,-1,285,133,107,-68,858,1884,1332,18,47000,53.76,65.71,3600,2,聯軸器
2021/9/8 20:06,395,118,291,-5,1167,1571,1111,3,387,98,155,4,870,1280,905,1,288,133,106,-69,854,1874,1325,18,46500,53.76,65.749,3600,2,聯軸器
2021/9/8 21:06,408,117,373,-6,1267,1555,1099,5,319,95,140,-4,827,1256,888,-3,286,136,105,-76,859,1926,1361,18,46125,53.76,66.1607,3600,2,聯軸器
2021/9/8 22:06,337,121,280,-8,1121,1606,1136,0,355,94,154,-1,886,1235,873,1,295,133,92,-72,834,1883,1331,8,46312,53.73,65.0653,3600,2,聯軸器
2021/9/8 23:06,372,117,337,0,1271,1544,1092,2,345,95,122,13,825,1248,882,7,269,134,104,-74,870,1894,1339,17,46375,53.79,66.1773,3600,2,聯軸器
2021/9/9 00:06,398,121,275,-3,1160,1590,1124,4,390,91,202,7,899,1182,836,5,309,131,94,-65,854,1843,1303,22,46125,53.83,66.4553,3600,2,聯軸器
2021/9/9 01:06,363,114,370,4,1275,1504,1063,0,353,96,124,-3,847,1247,882,4,306,125,143,-71,859,1764,1247,30,46062,53.75,66.6348,3600,2,聯軸器
2021/9/9 02:06,353,117,282,2,1137,1535,1086,5,366,96,144,0,854,1265,894,4,291,135,92,-69,845,1901,1344,11,46375,53.77,65.9631,3600,2,聯軸器
2021/9/9 03:06,353,119,326,3,1212,1560,1103,3,322,94,138,2,841,1228,868,3,285,132,100,-67,833,1852,1309,7,46562,53.74,66.0834,3600,2,聯軸器
2021/9/9 04:06,395,122,333,-2,1230,1609,1138,2,298,96,156,-7,831,1255,887,2,279,133,99,-68,855,1876,1327,16,46562,53.81,66.1164,3600,2,聯軸器
2021/9/9 05:06,358,120,344,-5,1268,1581,1118,0,339,93,175,5,868,1226,867,8,302,132,111,-67,860,1860,1315,20,48062,53.78,66.041,3600,2,聯軸器
2021/9/9 06:06,349,119,347,-5,1207,1578,1116,3,267,93,180,-4,900,1215,859,-2,281,133,126,-68,863,1876,1327,15,48000,53.76,65.7043,3600,2,聯軸器
2021/9/9 07:06,413,118,305,12,1207,1561,1103,3,349,95,168,-5,886,1243,879,-1,279,136,120,-70,873,1919,1357,14,47875,53.71,65.9094,3600,2,聯軸器
2021/9/9 08:06,405,116,380,3,1368,1525,1078,4,349,96,145,0,859,1247,882,-2,278,134,113,-76,851,1903,1346,17,47812,53.76,65.9807,3600,2,聯軸器
2021/9/9 10:06,343,119,269,-5,1137,1563,1105,2,285,93,153,-10,851,1206,853,1,274,133,94,-69,849,1881,1330,20,48250,53.81,66.0544,3600,2,聯軸器
2021/9/9 11:06,365,116,384,-11,1267,1521,1075,3,300,94,134,9,841,1221,863,-2,287,134,100,-68,832,1892,1338,20,44875,53.78,66.0871,3600,2,聯軸器
2021/9/9 12:06,385,120,283,3,1180,1575,1114,3,359,94,146,-4,850,1225,866,3,294,133,89,-65,852,1882,1331,20,46875,53.79,65.9147,3600,2,聯軸器
2021/9/9 13:06,361,118,314,-3,1158,1542,1090,0,390,95,133,-2,811,1232,871,2,286,134,104,-71,855,1884,1332,16,46500,53.75,65.8585,3600,2,聯軸器
2021/9/9 14:06,315,119,296,0,1157,1580,1117,3,329,95,153,0,871,1226,867,2,273,135,100,-73,861,1911,1351,18,46375,53.72,66.0756,3600,2,聯軸器
2021/9/9 15:06,405,117,311,-7,1212,1529,1081,1,328,94,129,0,825,1226,867,-5,278,135,104,-74,855,1897,1341,17,46375,53.72,65.8976,3600,2,聯軸器
2021/9/9 16:06,368,117,348,-5,1235,1534,1085,1,352,95,175,4,873,1254,887,2,280,131,89,-66,835,1846,1305,17,46500,53.83,66.3616,3600,2,聯軸器
2021/9/9 17:06,338,119,342,-1,1256,1570,1110,-2,378,92,148,4,834,1199,848,0,272,135,123,-70,892,1913,1352,24,46375,53.79,66.5091,3600,2,聯軸器
2021/9/9 18:06,408,118,341,-3,1217,1555,1099,3,369,93,147,4,859,1225,866,4,312,134,105,-58,875,1892,1338,19,46375,53.74,65.295,3600,2,聯軸器
2021/9/9 19:06,389,118,294,-2,1183,1555,1099,5,258,90,163,0,851,1166,824,0,308,133,106,-64,859,1885,1333,23,47125,53.83,66.3824,3600,2,聯軸器
2021/9/9 22:06,363,115,379,-4,1313,1502,1062,4,327,95,144,-3,840,1249,883,1,321,106,99,-38,744,1477,1044,31,46812,53.8,65.7147,3600,2,聯軸器
2021/9/9 23:06,364,116,290,-5,1159,1519,1074,3,383,97,150,3,862,1268,897,1,280,134,98,-72,849,1892,1338,19,46875,53.78,66.0248,3600,2,聯軸器
2021/9/10 00:06,364,118,314,-4,1196,1545,1092,1,381,95,168,-2,882,1242,879,2,288,138,109,-77,859,1944,1374,15,46812,53.79,66.1068,3600,2,聯軸器
2021/9/10 02:06,389,116,386,-6,1323,1524,1078,0,312,94,173,-10,876,1211,856,-1,299,136,120,-69,869,1923,1360,16,46875,53.73,65.2352,3600,2,聯軸器
2021/9/10 03:06,327,117,430,-6,1326,1542,1090,2,343,95,165,-5,863,1241,877,-2,288,134,109,-73,851,1893,1338,16,46562,53.8,66.4593,3600,2,聯軸器
2021/9/10 04:06,390,120,345,0,1242,1583,1119,2,381,94,164,6,843,1222,864,0,284,136,108,-69,857,1910,1350,19,46625,53.76,65.6189,3600,2,聯軸器
2021/9/10 05:06,362,117,358,-3,1240,1526,1079,3,366,97,134,-5,855,1272,899,3,280,137,110,-73,868,1929,1364,25,46625,53.74,65.9503,3600,2,聯軸器
2021/9/10 06:06,287,119,259,-5,1138,1559,1102,-3,311,94,154,-1,861,1225,866,-2,273,137,106,-74,873,1937,1369,16,46375,53.74,65.3418,3600,2,聯軸器
2021/9/10 07:06,389,119,356,5,1256,1556,1100,2,295,92,148,-5,831,1204,851,0,303,130,106,-67,843,1843,1303,27,46812,53.85,66.3854,3600,2,聯軸器
2021/9/10 08:06,401,117,381,3,1251,1518,1073,0,284,94,120,5,826,1239,876,-2,287,132,107,-65,856,1862,1317,24,46750,53.83,66.4269,3600,2,聯軸器
2021/9/10 09:06,372,116,300,3,1241,1533,1084,7,309,95,154,2,866,1249,883,-2,286,137,87,-76,851,1934,1367,19,46687,53.72,65.8769,3600,2,聯軸器
2021/9/10 10:06,404,116,296,-4,1149,1535,1085,6,240,96,156,1,877,1246,881,-3,278,137,110,-79,867,1934,1367,17,46625,53.76,65.8862,3600,2,聯軸器
2021/9/10 11:06,353,118,348,-7,1309,1560,1103,1,363,95,134,-5,847,1231,870,-2,274,138,106,-78,866,1948,1378,15,46625,53.78,65.8827,3600,2,聯軸器
2021/9/10 12:06,387,116,300,0,1191,1512,1069,0,321,97,175,0,900,1268,896,-2,282,139,99,-78,853,1963,1388,19,46937,53.72,66.0212,3600,2,聯軸器
2021/9/10 13:06,360,117,347,1,1230,1521,1076,0,374,94,140,-5,857,1234,873,3,306,136,107,-74,846,1918,1356,9,46375,53.79,66.0392,3600,2,聯軸器
2021/9/10 14:06,403,119,281,2,1204,1577,1114,2,286,94,143,-14,850,1223,864,-2,290,137,101,-71,883,1931,1365,15,46312,53.76,65.7203,3600,2,聯軸器
2021/9/10 15:06,404,117,303,-2,1179,1545,1093,7,366,93,171,-1,859,1212,857,4,275,134,108,-73,849,1892,1338,13,46312,53.8,65.8953,3600,2,聯軸器
2021/9/10 16:06,373,118,336,-1,1184,1555,1099,0,285,93,172,1,869,1211,856,-1,273,135,110,-76,855,1903,1346,15,46437,53.75,65.6195,3600,2,聯軸器
2021/9/10 18:06,337,118,412,-2,1314,1556,1100,3,335,94,143,-3,838,1214,858,0,311,133,111,-67,860,1872,1324,23,46750,53.79,66.2185,3600,2,聯軸器
2021/9/10 19:06,391,119,277,-4,1160,1565,1106,4,378,95,165,-1,854,1246,881,3,285,136,96,-72,851,1908,1349,18,46750,53.77,65.4309,3600,2,聯軸器
2021/9/10 20:06,345,117,352,-5,1269,1558,1101,8,305,93,170,2,861,1205,852,-1,286,134,128,-72,890,1881,1330,23,47000,53.74,65.707,3600,2,聯軸器
2021/9/10 21:06,366,119,366,4,1297,1564,1106,1,313,94,174,0,889,1234,873,-3,273,132,119,-70,853,1859,1315,11,47000,53.76,66.2828,3600,2,聯軸器
2021/9/10 22:06,360,116,396,3,1296,1519,1074,6,359,96,155,3,869,1238,875,-4,276,135,104,-79,861,1905,1347,16,46250,53.77,65.9823,3600,2,聯軸器
2021/9/10 23:06,364,116,340,-2,1242,1513,1070,5,307,93,150,-11,876,1203,851,2,280,138,108,-76,871,1941,1373,23,46500,53.78,65.9206,3600,2,聯軸器
2021/9/11 00:06,319,118,388,0,1383,1544,1091,-1,378,93,141,-2,826,1203,850,2,278,135,100,-77,860,1893,1339,11,46750,53.8,66.2454,3600,2,聯軸器
2021/9/11 01:06,325,117,387,-5,1264,1535,1085,0,331,92,149,-3,840,1210,855,1,290,135,94,-71,857,1911,1351,26,46937,53.8,66.226,3600,2,聯軸器
2021/9/11 02:06,371,117,308,-8,1211,1535,1085,0,355,94,117,-1,801,1217,860,-2,283,136,98,-75,864,1929,1364,22,46562,53.82,66.5026,3600,2,聯軸器
2021/9/11 03:06,392,121,267,1,1175,1607,1136,2,389,92,131,-5,835,1191,842,3,315,130,93,-63,853,1830,1294,28,46250,53.84,66.6007,3600,2,聯軸器
2021/9/11 04:06,331,116,319,-2,1165,1514,1071,1,285,94,157,-3,881,1216,859,-5,303,133,90,-72,852,1874,1325,19,46437,53.84,66.3919,3600,2,聯軸器
2021/9/11 05:06,390,121,343,-1,1304,1583,1119,2,349,94,154,6,858,1225,866,-1,285,133,106,-71,871,1884,1332,15,46625,53.81,65.7657,3600,2,聯軸器
2021/9/11 07:06,373,118,328,0,1205,1546,1093,5,320,93,169,-3,878,1203,851,1,254,134,110,-77,847,1884,1332,18,46937,53.74,65.79,3600,2,聯軸器
2021/9/11 08:06,346,117,335,-1,1216,1536,1086,3,305,91,129,-2,843,1176,831,-3,283,133,103,-73,858,1877,1327,22,47000,53.81,66.1922,3600,2,聯軸器
2021/9/11 10:06,327,116,287,-2,1162,1516,1072,2,263,94,170,-2,916,1211,856,-3,279,133,84,-76,826,1884,1333,14,47062,53.8,65.4904,3600,2,聯軸器
2021/9/11 11:06,341,117,381,-5,1286,1525,1078,0,276,91,161,0,878,1186,838,0,279,132,115,-70,844,1860,1315,3,46875,53.68,65.3651,3600,2,聯軸器
2021/9/11 12:06,390,114,323,6,1208,1489,1053,0,332,90,153,-6,876,1158,819,0,285,131,95,-72,838,1846,1305,13,46687,53.71,65.9625,3600,2,聯軸器
2021/9/11 13:06,317,117,300,3,1215,1535,1086,3,306,93,164,-9,861,1193,844,0,264,135,103,-78,879,1916,1355,20,46687,53.72,66.1697,3600,2,聯軸器
2021/9/11 14:06,345,118,364,-3,1281,1540,1089,3,337,90,149,0,839,1158,819,-7,284,134,111,-71,875,1900,1343,20,46812,53.71,65.5714,3600,2,聯軸器
2021/9/11 15:06,394,116,313,-1,1146,1518,1073,5,377,91,168,0,876,1171,828,-4,271,134,108,-76,842,1884,1332,25,46750,53.77,65.7143,3600,2,聯軸器
2021/9/11 16:06,381,116,349,-2,1285,1528,1080,4,258,91,165,3,904,1175,831,-6,286,135,113,-70,870,1902,1345,25,46750,53.77,66.0938,3600,2,聯軸器
2021/9/11 17:06,355,116,380,-9,1362,1505,1064,4,255,91,172,-2,891,1183,837,-7,291,135,102,-72,869,1896,1341,29,46562,53.74,65.9168,3600,2,聯軸器
2021/9/11 18:06,332,114,347,-7,1222,1475,1043,4,247,89,160,-7,871,1128,797,-9,289,135,100,-75,852,1897,1341,22,46062,53.74,65.8568,3600,2,聯軸器
2021/9/11 19:06,426,113,325,5,1222,1478,1045,5,339,89,166,3,866,1142,808,-1,287,136,119,-79,868,1918,1356,23,46250,53.73,65.8844,3600,2,聯軸器
2021/9/11 20:06,382,117,329,-5,1200,1534,1084,7,275,88,153,2,857,1147,811,-4,276,131,105,-70,839,1844,1304,15,46062,53.71,64.7327,3600,2,聯軸器
2021/9/11 21:06,305,111,294,0,1157,1438,1017,5,277,91,139,2,874,1168,826,2,272,130,88,-76,831,1840,1301,24,46437,53.69,65.5372,3600,2,聯軸器
2021/9/11 22:06,404,118,297,4,1275,1551,1097,4,325,89,154,-10,854,1139,805,-3,290,129,87,-68,836,1809,1279,12,46750,53.73,65.3506,3600,2,聯軸器
2021/9/11 23:06,373,115,349,-2,1263,1491,1054,6,300,92,154,13,903,1178,833,-10,283,136,102,-72,860,1908,1349,25,47000,53.74,65.2802,3600,2,聯軸器
2021/9/12 00:06,355,115,339,-10,1246,1498,1059,7,326,90,177,15,893,1158,819,-4,280,137,101,-81,861,1929,1364,21,47062,53.67,65.7882,3600,2,聯軸器
